pair,market,entry_date,position_side,entry_price,position_size,entry_zscore,coint_pvalue,half_life,zero_crossing,exit_date,exit_zscore,exit_signal,total_pnl
ZEC-USD--NEAR-USD,ZEC-USD,2023-04-17T14:12:39.709Z,LONG,41.7,1.2,-2.4204783031289785,0.0195935725810688,13.0,18.0,2023-04-19T05:11:40.907695,-2.371057168796106,SL,0.367102
ZEC-USD--NEAR-USD,NEAR-USD,2023-04-17T14:12:58.040Z,SHORT,2.32,21.6,-2.4204783031289785,0.0195935725810688,13.0,18.0,2023-04-19T05:11:42.784284,-2.371057168796106,SL,-1.6430950000000002
SNX-USD--XTZ-USD,SNX-USD,2023-04-18T20:34:17.393Z,SHORT,2.994,16.8,1.682658614805394,0.0071838849592754,10.0,14.0,2023-04-19T05:40:38.356913,1.7040541693303153,SL,-1.067009
SNX-USD--XTZ-USD,XTZ-USD,2023-04-18T20:34:36.316Z,LONG,1.16,43.0,1.682658614805394,0.0071838849592754,10.0,14.0,2023-04-19T05:40:40.240484,1.7040541693303153,SL,-0.242947
COMP-USD--MATIC-USD,COMP-USD,2023-04-17T22:44:52.200Z,SHORT,45.6,1.1,1.6314975471478133,0.0072967880475069,4.0,26.0,2023-04-19T07:03:29.368445,-2.3822699751414214,Zscore,0.425665
COMP-USD--MATIC-USD,MATIC-USD,2023-04-17T22:45:11.087Z,LONG,1.158435,43.0,1.6314975471478133,0.0072967880475069,4.0,26.0,2023-04-19T07:03:31.227101,-2.3822699751414214,Zscore,0.2203999999999999
TRX-USD--YFI-USD,TRX-USD,2023-04-18T06:49:35.778Z,LONG,0.0662,750.0,-2.3014225142689586,0.0421831785884529,18.0,22.0,2023-04-19T08:12:34.340437,2.92021179593068,Zscore,-0.20314
TRX-USD--YFI-USD,YFI-USD,2023-04-18T06:49:54.670Z,SHORT,9113.6,0.0055,-2.3014225142689586,0.0421831785884529,18.0,22.0,2023-04-19T08:12:36.219060,2.92021179593068,Zscore,1.695987
EOS-USD--XMR-USD,EOS-USD,2023-04-18T23:43:43.903Z,LONG,1.223,41.0,-1.5993897908817862,0.0314887523656475,11.0,11.0,2023-04-19T08:12:52.681501,-4.147711152012548,SL,-3.283941
EOS-USD--XMR-USD,XMR-USD,2023-04-18T23:44:02.808Z,SHORT,162.4,0.31,-1.5993897908817862,0.0314887523656475,11.0,11.0,2023-04-19T08:12:54.543319,-4.147711152012548,SL,1.009141
CELO-USD--RUNE-USD,CELO-USD,2023-04-19T00:10:26.021Z,SHORT,0.728,68.0,1.7717498966386247,0.0455073974160232,12.0,16.0,2023-04-19T08:13:05.811072,-2.9828058590995665,Zscore,4.512405
CELO-USD--RUNE-USD,RUNE-USD,2023-04-19T00:10:44.877Z,LONG,1.696,29.0,1.7717498966386247,0.0455073974160232,12.0,16.0,2023-04-19T08:13:07.691993,-2.9828058590995665,Zscore,-2.683034
COMP-USD--MATIC-USD,COMP-USD,2023-04-19T07:05:06.465Z,LONG,45.4,1.11,-1.616094183344082,0.014232314277284,6.0,21.0,2023-04-19T08:13:24.252813,-4.084851953289372,SL,-2.433749
COMP-USD--MATIC-USD,MATIC-USD,2023-04-19T07:05:25.464Z,SHORT,1.1616,43.0,-1.616094183344082,0.014232314277284,6.0,21.0,2023-04-19T08:13:26.111642,-4.084851953289372,SL,0.604698
FIL-USD--BTC-USD,FIL-USD,2023-04-15T16:42:02.420Z,SHORT,6.42,7.8,3.714958505428844,0.0097474849723159,9.0,22.0,2023-04-19T08:16:38.151907,-3.126414900019576,TP,3.461184
FIL-USD--BTC-USD,BTC-USD,2023-04-15T16:42:20.716Z,LONG,30348.4375,0.0016,3.714958505428844,0.0097474849723159,9.0,22.0,2023-04-19T08:16:40.402681,-3.126414900019576,TP,-1.387769
ZRX-USD--XLM-USD,ZRX-USD,2023-04-18T20:51:53.819Z,SHORT,0.302,164.0,1.885446773681084,0.0174658871583162,24.0,11.0,2023-04-19T08:16:51.670784,-1.9419437656992964,Zscore,2.644789
ZRX-USD--XLM-USD,XLM-USD,2023-04-18T20:52:12.755Z,LONG,0.104572,470.0,1.885446773681084,0.0174658871583162,24.0,11.0,2023-04-19T08:16:53.541015,-1.9419437656992964,Zscore,-1.302178
UMA-USD--AAVE-USD,UMA-USD,2023-04-18T23:48:08.103Z,SHORT,2.15,23.3,2.398546621998773,0.0038458421025938,20.0,12.0,2023-04-19T08:23:28.254880,3.286937053302069,SL,2.534953
UMA-USD--AAVE-USD,AAVE-USD,2023-04-18T23:48:26.765Z,LONG,82.03,0.6,2.398546621998773,0.0038458421025938,20.0,12.0,2023-04-19T08:23:30.137467,3.286937053302069,SL,-5.3413960000000005
YFI-USD--BTC-USD,YFI-USD,2023-04-19T08:21:35.798Z,LONG,8721.0,0.0057,-1.8639081130997464,0.0010328979965054,8.0,18.0,2023-04-19T21:25:20.386950,-1.3424175307714858,SL,-1.667861
YFI-USD--BTC-USD,BTC-USD,2023-04-19T08:21:54.653Z,SHORT,29421.0,0.0017,-1.8639081130997464,0.0010328979965054,8.0,18.0,2023-04-19T21:25:22.270134,-1.3424175307714858,SL,0.392247
UNI-USD--MATIC-USD,UNI-USD,2023-04-19T08:26:35.316Z,LONG,5.902,8.5,-1.6780185217328356,0.0361118397640648,6.0,16.0,2023-04-20T12:23:15.179785,0.8877288157380938,TP,1.542236
UNI-USD--MATIC-USD,MATIC-USD,2023-04-19T08:26:54.186Z,SHORT,1.1046,45.0,-1.6780185217328356,0.0361118397640648,6.0,16.0,2023-04-20T12:23:17.069506,0.8877288157380938,TP,0.2138529999999999
ALGO-USD--1INCH-USD,ALGO-USD,2023-04-18T10:33:19.586Z,LONG,0.2237,223.0,-2.67116907124368,0.0078575913660217,8.0,27.0,2023-04-20T13:02:36.931205,-0.3666941912908157,SL,-5.538397
ALGO-USD--1INCH-USD,1INCH-USD,2023-04-18T10:33:38.467Z,SHORT,0.576,86.0,-2.67116907124368,0.0078575913660217,8.0,27.0,2023-04-20T13:02:38.806283,-0.3666941912908157,SL,4.230649
RUNE-USD--UMA-USD,RUNE-USD,2023-04-19T08:24:42.606Z,LONG,1.559,32.0,-3.148431323632141,0.0117780844787911,22.0,13.0,2023-04-20T13:05:25.608321,0.120080289541254,TP,1.707011
RUNE-USD--UMA-USD,UMA-USD,2023-04-19T08:25:01.510Z,SHORT,2.03,24.5,-3.148431323632141,0.0117780844787911,22.0,13.0,2023-04-20T13:05:27.469441,0.120080289541254,TP,0.080849
BCH-USD--DOT-USD,BCH-USD,2023-04-19T07:01:31.618Z,SHORT,132.2,0.38,1.6399631888721773,0.0135130460524622,15.0,19.0,2023-04-20T16:05:55.564858,-1.9955812763832963,Zscore,2.3905770000000004
BCH-USD--DOT-USD,DOT-USD,2023-04-19T07:01:50.490Z,LONG,6.818493,7.3,1.6399631888721773,0.0135130460524622,15.0,19.0,2023-04-20T16:05:57.473878,-1.9955812763832963,Zscore,-3.556878
FIL-USD--ADA-USD,FIL-USD,2023-04-19T16:12:45.195Z,LONG,5.79,8.6,-1.568065659578426,0.0338700264671422,22.0,18.0,2023-04-20T16:06:18.772148,3.3017417857836784,Zscore,-0.1299000000000001
FIL-USD--ADA-USD,ADA-USD,2023-04-19T16:13:04.108Z,SHORT,0.421,118.0,-1.568065659578426,0.0338700264671422,22.0,18.0,2023-04-20T16:06:20.636297,3.3017417857836784,Zscore,1.145741
ZEC-USD--NEAR-USD,ZEC-USD,2023-04-19T05:12:42.217Z,LONG,42.0,1.19,-3.2626953200329467,0.0292961020869987,16.0,14.0,2023-04-20T16:16:01.275519,3.2841396796332454,Zscore,-4.031401
ZEC-USD--NEAR-USD,NEAR-USD,2023-04-19T05:13:01.117Z,SHORT,2.393,20.8,-3.2626953200329467,0.0292961020869987,16.0,14.0,2023-04-20T16:16:03.159800,3.2841396796332454,Zscore,5.656901
XTZ-USD--COMP-USD,XTZ-USD,2023-04-19T08:13:31.334Z,SHORT,1.108,44.0,2.026703536074843,0.0146584640554207,10.0,19.0,2023-04-20T16:20:16.540606,-2.1818485773469587,Zscore,2.596788
XTZ-USD--COMP-USD,COMP-USD,2023-04-19T08:13:50.185Z,LONG,43.586087,1.15,2.026703536074843,0.0146584640554207,10.0,19.0,2023-04-20T16:20:18.421936,-2.1818485773469587,Zscore,-2.1441550000000005
XLM-USD--EOS-USD,XLM-USD,2023-04-19T08:18:27.677Z,SHORT,0.1017,490.0,3.016678718987315,0.0049032689241096,18.0,11.0,2023-04-20T16:23:29.884300,-3.579992122202924,Zscore,2.119667
XLM-USD--EOS-USD,EOS-USD,2023-04-19T08:18:46.567Z,LONG,1.157,43.0,3.016678718987315,0.0049032689241096,18.0,11.0,2023-04-20T16:23:31.946443,-3.579992122202924,Zscore,-1.899235
DOGE-USD--MATIC-USD,DOGE-USD,2023-04-20T15:01:54.567Z,SHORT,0.0867,570.0,1.578286975710333,0.00895426474702,15.0,23.0,2023-04-20T16:56:52.861525,-3.2482879258157547,Zscore,1.585723
DOGE-USD--MATIC-USD,MATIC-USD,2023-04-20T15:02:13.570Z,LONG,1.0781,46.0,1.578286975710333,0.00895426474702,15.0,23.0,2023-04-20T16:56:54.748032,-3.2482879258157547,Zscore,-1.4440769999999998
XLM-USD--EOS-USD,XLM-USD,2023-04-20T16:31:21.160Z,LONG,0.0963,510.0,-2.262669019232026,0.0386619149376483,20.0,10.0,2023-04-20T17:01:05.160567,3.348568511244134,Zscore,-0.44268
XLM-USD--EOS-USD,EOS-USD,2023-04-20T16:31:40.150Z,SHORT,1.081,46.0,-2.262669019232026,0.0386619149376483,20.0,10.0,2023-04-20T17:01:07.034123,3.348568511244134,Zscore,0.35742
SUSHI-USD--ETH-USD,SUSHI-USD,2023-04-14T00:41:33.359Z,LONG,1.186,42.3,-3.2475947032465298,0.040561540338154,7.0,17.0,2023-04-20T17:09:22.642561,-3.1065449190546928,SL,-4.570075999999999
SUSHI-USD--ETH-USD,ETH-USD,2023-04-14T00:41:52.253Z,SHORT,2100.3,0.024,-3.2475947032465298,0.040561540338154,7.0,17.0,2023-04-20T17:09:24.511620,-3.1065449190546928,SL,3.307847
ZEC-USD--FIL-USD,ZEC-USD,2023-04-20T16:17:01.992Z,LONG,37.6,1.34,-2.0086086962957115,0.025860340350707,10.0,18.0,2023-04-20T19:06:21.664778,2.99906125052652,Zscore,-0.356976
ZEC-USD--FIL-USD,FIL-USD,2023-04-20T16:17:20.867Z,SHORT,5.64,8.9,-2.0086086962957115,0.025860340350707,10.0,18.0,2023-04-20T19:06:23.627266,2.99906125052652,Zscore,1.528263
CELO-USD--ALGO-USD,CELO-USD,2023-04-20T16:07:49.101Z,SHORT,0.619,80.0,2.961073362436656,0.0258020296035402,9.0,20.0,2023-04-21T00:17:15.306101,3.001636588099626,SL,-1.430843
CELO-USD--ALGO-USD,ALGO-USD,2023-04-20T16:08:07.948Z,LONG,0.1898,263.0,2.961073362436656,0.0258020296035402,9.0,20.0,2023-04-21T00:17:17.290947,3.001636588099626,SL,0.041267
BCH-USD--1INCH-USD,BCH-USD,2023-04-20T16:07:04.423Z,SHORT,122.4,0.41,2.40944328063764,0.0087065404771989,12.0,17.0,2023-04-21T00:24:04.967683,-2.593050004047189,Zscore,-0.384412
BCH-USD--1INCH-USD,1INCH-USD,2023-04-20T16:07:23.318Z,LONG,0.498,100.0,2.40944328063764,0.0087065404771989,12.0,17.0,2023-04-21T00:24:07.077339,-2.593050004047189,Zscore,1.419451
XTZ-USD--CELO-USD,XTZ-USD,2023-04-21T00:18:00.980Z,LONG,1.033,48.0,-2.9552655027402928,0.023512098213533,10.0,19.0,2023-04-21T01:29:36.659877,-3.2488924101970893,SL,-0.0702199999999999
XTZ-USD--CELO-USD,CELO-USD,2023-04-21T00:18:20.116Z,SHORT,0.635,78.0,-2.9552655027402928,0.023512098213533,10.0,19.0,2023-04-21T01:29:38.367267,-3.2488924101970893,SL,-1.247775
RUNE-USD--SUSHI-USD,RUNE-USD,2023-04-20T21:41:54.996Z,SHORT,1.487121,33.0,1.5918469449338852,0.0217848741528957,8.0,15.0,2023-04-21T11:34:35.479769,-1.7578461615037422,Zscore,0.606943
RUNE-USD--SUSHI-USD,SUSHI-USD,2023-04-20T21:42:14.161Z,LONG,1.068,46.8,1.5918469449338852,0.0217848741528957,8.0,15.0,2023-04-21T11:34:37.345957,-1.7578461615037422,Zscore,-0.292813
TRX-USD--YFI-USD,TRX-USD,2023-04-19T22:15:40.731Z,SHORT,0.0668,740.0,1.643994906492887,0.0360518325668318,18.0,18.0,2023-04-21T14:29:11.227380,-2.0432437818256752,Zscore,0.0059749999999999
TRX-USD--YFI-USD,YFI-USD,2023-04-19T22:15:59.605Z,LONG,8523.0,0.0059,1.643994906492887,0.0360518325668318,18.0,18.0,2023-04-21T14:29:13.205573,-2.0432437818256752,Zscore,0.6893550000000002
ETC-USD--XMR-USD,ETC-USD,2023-04-19T08:14:19.886Z,LONG,20.9,2.4,-2.69970145022148,0.0023951007390307,21.0,21.0,2023-04-21T19:07:08.143389,-1.931237786850536,SL,-2.016011
ETC-USD--XMR-USD,XMR-USD,2023-04-19T08:14:38.744Z,SHORT,158.9,0.31,-2.69970145022148,0.0023951007390307,21.0,21.0,2023-04-21T19:07:10.027067,-1.931237786850536,SL,0.7347429999999999
XLM-USD--EOS-USD,XLM-USD,2023-04-20T17:12:16.850Z,LONG,0.0952,520.0,-2.9366785989711746,0.0438236859837722,18.0,10.0,2023-04-21T19:07:37.252275,3.2975439562062783,Zscore,-0.540188
XLM-USD--EOS-USD,EOS-USD,2023-04-20T17:12:35.803Z,SHORT,1.067,46.0,-2.9366785989711746,0.0438236859837722,18.0,10.0,2023-04-21T19:07:39.102304,3.2975439562062783,Zscore,0.889053
SUSHI-USD--LTC-USD,SUSHI-USD,2023-04-21T12:09:59.504Z,LONG,1.059,47.5,-1.5422628553292332,0.0392438087167045,10.0,10.0,2023-04-21T19:23:00.582796,2.020719791424142,Zscore,-1.462303
SUSHI-USD--LTC-USD,LTC-USD,2023-04-21T12:10:18.394Z,SHORT,88.9,0.56,-1.5422628553292332,0.0392438087167045,10.0,10.0,2023-04-21T19:23:02.536423,2.020719791424142,Zscore,2.0634360000000003
XTZ-USD--CELO-USD,XTZ-USD,2023-04-21T01:31:29.087Z,LONG,1.032,48.0,-3.143973454665306,0.023512098213533,10.0,19.0,2023-04-21T19:29:26.901298,0.8829144855648201,TP,-1.538437
XTZ-USD--CELO-USD,CELO-USD,2023-04-21T01:31:47.443Z,SHORT,0.645,76.0,-3.143973454665306,0.023512098213533,10.0,19.0,2023-04-21T19:29:28.809383,0.8829144855648201,TP,3.270553
ZRX-USD--DOGE-USD,ZRX-USD,2023-04-20T16:58:25.842Z,SHORT,0.268,185.0,3.453474197000472,0.0081306760233846,8.0,14.0,2023-04-21T20:06:38.023160,2.628330599567495,SL,2.395481
ZRX-USD--DOGE-USD,DOGE-USD,2023-04-20T16:58:44.814Z,LONG,0.084,590.0,3.453474197000472,0.0081306760233846,8.0,14.0,2023-04-21T20:06:39.940963,2.628330599567495,SL,-3.905011
ZEC-USD--FIL-USD,ZEC-USD,2023-04-20T19:07:00.740Z,SHORT,37.4,1.34,3.000136145663871,0.0263184710638651,10.0,17.0,2023-04-21T20:56:23.576690,2.1163086707358687,SL,1.877392
ZEC-USD--FIL-USD,FIL-USD,2023-04-20T19:07:19.691Z,LONG,5.49,9.1,3.000136145663871,0.0263184710638651,10.0,17.0,2023-04-21T20:56:25.466052,2.1163086707358687,SL,-3.143858
ZRX-USD--UNI-USD,ZRX-USD,2023-04-21T20:08:13.734Z,SHORT,0.254,196.0,1.8105634623666629,0.0049656085455566,17.0,15.0,2023-04-22T00:29:22.258706,2.369818167334942,SL,-1.3459899999999998
ZRX-USD--UNI-USD,UNI-USD,2023-04-21T20:08:32.640Z,LONG,5.464,9.2,1.8105634623666629,0.0049656085455566,17.0,15.0,2023-04-22T00:29:24.350954,2.369818167334942,SL,0.005091
ZRX-USD--SUSHI-USD,ZRX-USD,2023-04-22T00:30:08.287Z,SHORT,0.259,191.0,2.8182457856602574,0.0019659702747825,22.0,11.0,2023-04-22T00:49:31.306158,3.2664018726816533,SL,-1.24341
ZRX-USD--SUSHI-USD,SUSHI-USD,2023-04-22T00:30:27.390Z,LONG,1.029423,48.7,2.8182457856602574,0.0019659702747825,22.0,11.0,2023-04-22T00:49:33.177837,3.2664018726816533,SL,-0.126279
CELO-USD--ALGO-USD,CELO-USD,2023-04-21T19:30:06.795Z,LONG,0.604,82.0,-1.876290351300529,0.0390869931964395,16.0,16.0,2023-04-22T02:17:26.456809,-1.5760629428050752,SL,-0.225525
CELO-USD--ALGO-USD,ALGO-USD,2023-04-21T19:30:26.090Z,SHORT,0.1847,270.0,-1.876290351300529,0.0390869931964395,16.0,16.0,2023-04-22T02:17:28.433698,-1.5760629428050752,SL,-1.020944
UMA-USD--DOT-USD,UMA-USD,2023-04-21T12:14:11.219Z,SHORT,1.99,24.9,1.7645512054490835,0.0031188369488544,11.0,14.0,2023-04-22T09:15:58.703853,-2.7449980954349287,Zscore,2.009665
UMA-USD--DOT-USD,DOT-USD,2023-04-21T12:14:30.526Z,LONG,6.05,8.3,1.7645512054490835,0.0031188369488544,11.0,14.0,2023-04-22T09:16:00.660776,-2.7449980954349287,Zscore,-1.306336
CELO-USD--ALGO-USD,CELO-USD,2023-04-22T02:17:50.010Z,LONG,0.602446,83.0,-1.5760629428050752,0.0390869931964395,16.0,16.0,2023-04-22T18:35:42.068413,2.318189629031462,Zscore,1.1281219999999998
CELO-USD--ALGO-USD,ALGO-USD,2023-04-22T02:18:08.433Z,SHORT,0.1881,268.0,-1.5760629428050752,0.0390869931964395,16.0,16.0,2023-04-22T18:35:43.969924,2.318189629031462,Zscore,-0.136624
XMR-USD--UMA-USD,XMR-USD,2023-04-22T09:17:59.104Z,SHORT,153.1,0.33,1.908064273586983,0.0008446426455158,5.0,13.0,2023-04-22T23:08:00.342801,1.7528050204491994,SL,-1.407758
XMR-USD--UMA-USD,UMA-USD,2023-04-22T09:18:18.116Z,LONG,1.92,26.3,1.908064273586983,0.0008446426455158,5.0,13.0,2023-04-22T23:08:02.214017,1.7528050204491994,SL,0.1173789999999999
XMR-USD--UMA-USD,XMR-USD,2023-04-22T23:08:46.377Z,SHORT,157.05625,0.32,1.846876693465271,0.0058038352391468,7.0,13.0,2023-04-23T01:40:49.827192,2.3795029974760467,SL,-0.552505
XMR-USD--UMA-USD,UMA-USD,2023-04-22T23:09:04.830Z,LONG,1.93,26.0,1.846876693465271,0.0058038352391468,7.0,13.0,2023-04-23T01:40:51.733215,2.3795029974760467,SL,-0.703245
RUNE-USD--FIL-USD,RUNE-USD,2023-04-22T18:35:59.818Z,SHORT,1.389571,35.0,1.6401743283658432,0.0018273929782339,8.0,22.0,2023-04-23T07:37:11.282622,-2.195446412202434,Zscore,4.99999999999997e-05
RUNE-USD--FIL-USD,FIL-USD,2023-04-22T18:36:19.201Z,LONG,5.294421,9.5,1.6401743283658432,0.0018273929782339,8.0,22.0,2023-04-23T07:37:13.184221,-2.195446412202434,Zscore,0.3079199999999999
CRV-USD--AAVE-USD,CRV-USD,2023-04-20T16:04:49.511Z,SHORT,0.9428,52.0,3.5938623369577214,0.0445319061355906,11.0,26.0,2023-04-23T11:45:43.349532,1.1990065783896904,SL,-0.102668
CRV-USD--AAVE-USD,AAVE-USD,2023-04-20T16:05:08.568Z,LONG,72.15,0.7,3.5938623369577214,0.0445319061355906,11.0,26.0,2023-04-23T11:45:45.249486,1.1990065783896904,SL,-1.202648
MKR-USD--NEAR-USD,MKR-USD,2023-04-21T17:23:58.310Z,SHORT,712.0,0.07,2.2366183737587897,0.0063605734333205,15.0,20.0,2023-04-23T12:23:31.517073,-2.7499675291486545,Zscore,1.59405
MKR-USD--NEAR-USD,NEAR-USD,2023-04-21T17:24:17.552Z,LONG,1.991,25.1,2.2366183737587897,0.0063605734333205,15.0,20.0,2023-04-23T12:23:33.642051,-2.7499675291486545,Zscore,-1.222806
CELO-USD--CRV-USD,CELO-USD,2023-04-23T11:47:18.501Z,LONG,0.616,81.0,-2.665678413580356,0.009650361598979,9.0,20.0,2023-04-23T13:17:52.867449,-2.880258439793033,SL,-0.471852
CELO-USD--CRV-USD,CRV-USD,2023-04-23T11:47:37.740Z,SHORT,0.9499,52.0,-2.665678413580356,0.009650361598979,9.0,20.0,2023-04-23T13:17:54.618036,-2.880258439793033,SL,-0.906449
XTZ-USD--UNI-USD,XTZ-USD,2023-04-22T09:26:27.793Z,SHORT,1.017,49.0,1.6820940034737,0.0285193880473018,8.0,19.0,2023-04-23T18:47:11.524005,-1.835535618268352,Zscore,0.68284
XTZ-USD--UNI-USD,UNI-USD,2023-04-22T09:26:46.796Z,LONG,5.501,9.1,1.6820940034737,0.0285193880473018,8.0,19.0,2023-04-23T18:47:13.427488,-1.835535618268352,Zscore,-1.11058
FIL-USD--ALGO-USD,FIL-USD,2023-04-23T07:38:07.609Z,SHORT,5.31,9.4,2.1358268019285007,0.0314074928658335,18.0,12.0,2023-04-24T00:02:42.042553,-2.734605363858181,Zscore,0.392624
FIL-USD--ALGO-USD,ALGO-USD,2023-04-23T07:38:27.050Z,LONG,0.1896,264.0,2.1358268019285007,0.0314074928658335,18.0,12.0,2023-04-24T00:02:43.761000,-2.734605363858181,Zscore,-0.392175
FIL-USD--UNI-USD,FIL-USD,2023-04-24T00:03:40.344Z,SHORT,5.255474,9.5,1.9351727452089096,0.0115600783773193,11.0,17.0,2023-04-24T01:04:52.189960,-2.304683221368156,Zscore,-0.789071
FIL-USD--UNI-USD,UNI-USD,2023-04-24T00:03:58.656Z,LONG,5.44,9.3,1.9351727452089096,0.0115600783773193,11.0,17.0,2023-04-24T01:04:54.273021,-2.304683221368156,Zscore,0.512922
ZEC-USD--AAVE-USD,ZEC-USD,2023-04-23T18:44:11.349Z,LONG,36.4,1.38,-1.958134846611042,0.0469581049802655,18.0,19.0,2023-04-24T06:58:25.743234,2.5318814687321294,Zscore,0.577405
ZEC-USD--AAVE-USD,AAVE-USD,2023-04-23T18:44:30.394Z,SHORT,69.1,0.7,-1.958134846611042,0.0469581049802655,18.0,19.0,2023-04-24T06:58:27.660227,2.5318814687321294,Zscore,-0.122357
ZRX-USD--SUSHI-USD,ZRX-USD,2023-04-22T00:50:14.481Z,SHORT,0.262,190.0,3.270316571698267,0.0019659702747825,22.0,11.0,2023-04-24T13:32:40.331293,-1.4697633892074649,TP,0.695072
ZRX-USD--SUSHI-USD,SUSHI-USD,2023-04-22T00:50:33.354Z,LONG,1.028,48.7,3.270316571698267,0.0019659702747825,22.0,11.0,2023-04-24T13:32:42.187030,-1.4697633892074649,TP,1.091631
YFI-USD--XMR-USD,YFI-USD,2023-04-23T01:41:16.945Z,LONG,8285.0,0.006,-2.556572324519946,0.0253839896054844,15.0,14.0,2023-04-24T17:09:59.730962,-1.8648020573952089,SL,-1.68268
YFI-USD--XMR-USD,XMR-USD,2023-04-23T01:41:35.618Z,SHORT,158.2,0.32,-2.556572324519946,0.0253839896054844,15.0,14.0,2023-04-24T17:10:01.624460,-1.8648020573952089,SL,0.392025
FIL-USD--UNI-USD,FIL-USD,2023-04-24T06:05:50.857Z,LONG,5.29,9.5,-2.094233690981912,0.0115600783773193,11.0,17.0,2023-04-24T17:16:36.691351,2.5891675483235206,Zscore,-0.510343
FIL-USD--UNI-USD,UNI-USD,2023-04-24T06:06:09.918Z,SHORT,5.441,9.1,-2.094233690981912,0.0115600783773193,11.0,17.0,2023-04-24T17:16:38.649979,2.5891675483235206,Zscore,0.8748969999999999
DOGE-USD--LTC-USD,DOGE-USD,2023-04-21T20:09:15.042Z,LONG,0.077845,640.0,-2.347734215577325,0.0238586105732685,19.0,19.0,2023-04-24T20:38:32.817931,-1.7724233344052964,SL,0.2353119999999999
DOGE-USD--LTC-USD,LTC-USD,2023-04-21T20:09:33.932Z,SHORT,85.4,0.59,-2.347734215577325,0.0238586105732685,19.0,19.0,2023-04-24T20:38:34.993007,-1.7724233344052964,SL,-1.51033
XTZ-USD--COMP-USD,XTZ-USD,2023-04-23T19:41:12.219Z,LONG,1.006898,49.0,-2.18757095589208,0.008821014166217,6.0,24.0,2023-04-24T21:44:14.737048,-0.8949029383644445,SL,-0.275495
XTZ-USD--COMP-USD,COMP-USD,2023-04-23T19:41:31.196Z,SHORT,39.0,1.28,-2.18757095589208,0.008821014166217,6.0,24.0,2023-04-24T21:44:16.696556,-0.8949029383644445,SL,-1.001122
NEAR-USD--DOGE-USD,NEAR-USD,2023-04-24T20:42:10.621Z,SHORT,1.897,26.3,1.7945169016864562,0.0121958505663142,17.0,23.0,2023-04-25T00:33:51.038883,-1.86399628857112,Zscore,0.59262
NEAR-USD--DOGE-USD,DOGE-USD,2023-04-24T20:42:29.549Z,LONG,0.0784,630.0,1.7945169016864562,0.0121958505663142,17.0,23.0,2023-04-25T00:33:52.901690,-1.86399628857112,Zscore,0.247009
UMA-USD--AAVE-USD,UMA-USD,2023-04-24T09:42:02.947Z,LONG,1.89,26.7,-1.571239546885981,0.0403248842675907,16.0,19.0,2023-04-25T02:20:45.028690,-1.576956598663783,SL,-0.993173
UMA-USD--AAVE-USD,AAVE-USD,2023-04-24T09:42:21.159Z,SHORT,69.177143,0.7,-1.571239546885981,0.0403248842675907,16.0,19.0,2023-04-25T02:20:46.951515,-1.576956598663783,SL,-0.255455
MKR-USD--ADA-USD,MKR-USD,2023-04-23T16:07:05.280Z,SHORT,679.547945,0.073,1.521964372619022,0.010615295700055,10.0,14.0,2023-04-25T07:11:52.902206,-1.6356202359808918,Zscore,0.295215
